sku,category,sub_category,brand,product_name,cost_price,mrp,launch_date,is_active
SKU005524,,Eyewear,Monsoon Lane,Monsoon Lane Eyewear Classic 209,969.09,2271.72,2025-05-22,Y
SKU008463,,Learning,Verdant,Verdant Learning Premium 302,86.92,147.73,2024-01-28,Y
SKU000157,Books,Academic,Ficus,Ficus Academic Pro 250,793.2,1738.34,2023-01-11,Y
SKU010055,Furniture,Tables,Ficus,Ficus Tables Max 437,1041.11,1628.23,2025-12-18,Y
SKU003086,Home & Kitchen,Cleaning,Trailhead,Trailhead Cleaning Signature 940,206.23,399.26,2024-10-07,Y
SKU010159,Toys,Outdoor Play,Zenko,Zenko Outdoor Play Classic 945,228.57,427.57,2022-05-06,Y
SKU001553,,Belts & Wallets,Meraki,Meraki Belts & Wallets Everyday 843,27.84,56.08,2023-08-23,Y
SKU011116,Grocery,Staples,Rivet,Rivet Staples Pro 593,325.24,812.52,2022-02-02,Y
SKU006561,,Audio,Zenko,Zenko Audio Pro 295,123.05,313.15,2024-01-21,Y
SKU008065,Electronics,Small Appliances,Bluecrest,Bluecrest Small Appliances Everyday 396,603.54,1526.21,2024-12-15,Y
SKU003796,Sports,Cricket,Rivet,Rivet Cricket Premium 558,823.63,1982.72,2024-10-16,N
SKU000496,Grocery,Snacks,Auralis,Auralis Snacks Pro 664,1845.72,2984.79,2022-09-04,Y
SKU006595,,Grooming,Northline,Northline Grooming Max 933,855.33,1305.79,2022-08-29,Y
SKU002322,Sports,Cricket,Auralis,Auralis Cricket Essential 777,247.31,466.13,2025-10-05,Y
SKU006730,Personal Care,Grooming,Rivet,Rivet Grooming Signature 337,626.2,1242.22,2022-05-07,Y
SKU011772,Beauty,Makeup,Saffron & Co,Saffron & Co Makeup Pro 998,811.64,1381.67,2022-05-26,Y
SKU000152,Furniture,Decor,Orenda,Orenda Decor Everyday 535,190.7,425.2,2024-11-20,Y
SKU012327,,Oral Care,Rivet,Rivet Oral Care Essential 616,1331.59,2475.95,2025-12-04,Y
SKU009531,Personal Care,Bath,Verdant,Verdant Bath Classic 769,212.33,343.04,2024-09-13,Y
SKU006978,Toys,Learning,Saffron & Co,Saffron & Co Learning Essential 862,124.08,319.95,2023-10-28,Y
SKU012435,Beauty,Fragrance,Nimbus,Nimbus Fragrance Everyday 423,522.92,1071.96,2023-12-03,N
SKU001739,Personal Care,Oral Care,Monsoon Lane,Monsoon Lane Oral Care Classic 563,86.58,204.21,2025-06-29,Y
SKU003002,,Oral Care,Bluecrest,Bluecrest Oral Care Max 555,834.79,1972.7,2024-10-12,Y
SKU011114,Apparel,Women Topwear,Auralis,Auralis Women Topwear Classic 138,538.19,1182.25,2022-05-25,Y
SKU008650,Footwear,Formal Shoes,Kite & Key,Kite & Key Formal Shoes Classic 212,1068.89,1723.1,2024-09-06,Y
SKU010899,Footwear,Sports Shoes,Northline,Northline Sports Shoes Everyday 968,352.17,866.0,2023-03-29,Y
SKU011281,Accessories,Watches,Copperfield,Copperfield Watches Classic 513,398.76,618.73,2026-01-26,Y
SKU010997,Home & Kitchen,Cleaning,Copperfield,Copperfield Cleaning Pro 786,517.27,711.08,2022-05-12,N
SKU002884,,Tables,Northline,Northline Tables Pro 322,141.07,259.88,2025-07-02,Y
SKU003721,Furniture,Seating,Meraki,Meraki Seating Essential 113,253.26,600.26,2025-08-21,Y
SKU011039,Sports,Yoga,Palladio,Palladio Yoga Everyday 341,82.07,119.4,2023-11-18,N
SKU010690,Footwear,Sandals,Rivet,Rivet Sandals Pro 654,298.66,721.46,2024-02-24,Y
SKU006073,Footwear,Sandals,Ficus,Ficus Sandals Signature 253,680.22,1310.15,2025-06-04,Y
SKU005472,,Children,Kavira,Kavira Children Pro 276,322.21,765.55,2024-01-30,Y
SKU006246,Apparel,Bottomwear,Zenko,Zenko Bottomwear Max 139,236.03,572.82,2025-04-18,Y
SKU008023,,Sports Shoes,Kavira,Kavira Sports Shoes Essential 172,60.08,120.77,2023-01-15,Y
SKU002277,,Academic,Zenko,Zenko Academic Signature 491,153.06,390.18,2024-07-13,N
SKU004824,Beauty,Makeup,Kavira,Kavira Makeup Premium 344,536.52,1185.39,2025-05-11,Y
SKU004705,,Haircare,Monsoon Lane,Monsoon Lane Haircare Max 121,513.25,1240.86,2022-08-15,Y
SKU004462,,Cleaning,Verdant,Verdant Cleaning Essential 571,225.12,346.67,2024-05-17,Y
SKU000344,Accessories,Belts & Wallets,Palladio,Palladio Belts & Wallets Essential 703,854.31,1284.67,2026-01-17,Y
SKU008950,,Bath,Urbanite,Urbanite Bath Lite 905,816.76,1815.19,2024-12-10,Y
SKU004137,Home & Kitchen,Cookware,Verdant,Verdant Cookware Classic 859,390.54,870.51,2025-11-27,Y
SKU009046,Furniture,Seating,Bluecrest,Bluecrest Seating Pro 157,1334.47,3467.71,2022-08-17,Y
SKU007287,Sports,Fitness,Orenda,Orenda Fitness Premium 165,192.71,292.16,2023-11-09,Y
SKU006728,Footwear,Sandals,Verdant,Verdant Sandals Essential 319,702.53,1361.66,2022-10-04,Y
SKU002224,,Learning,Ficus,Ficus Learning Everyday 644,814.11,1671.78,2023-02-27,Y
SKU004197,Grocery,Staples,Bluecrest,Bluecrest Staples Lite 926,436.05,636.95,2022-09-25,Y
SKU002585,,Men Topwear,Northline,Northline Men Topwear Signature 381,168.43,394.87,2025-11-28,Y
SKU005821,Home & Kitchen,Cookware,Ficus,Ficus Cookware Essential 855,578.19,1349.14,2023-07-28,Y
SKU008701,Electronics,Mobile Accessories,Kavira,Kavira Mobile Accessories Classic 655,196.66,434.7,2024-11-18,Y
SKU005082,Furniture,Storage Units,Northline,Northline Storage Units Essential 643,221.18,528.9,2023-03-12,Y
SKU007714,,Staples,Urbanite,Urbanite Staples Essential 306,3641.41,7818.31,2022-10-05,Y
SKU011453,Accessories,Belts & Wallets,Kite & Key,Kite & Key Belts & Wallets Everyday 203,536.67,1011.28,2022-05-24,Y
SKU011452,Furniture,Storage Units,Northline,Northline Storage Units Essential 573,147.59,338.04,2024-02-17,Y
SKU004735,Apparel,Men Topwear,Saffron & Co,Saffron & Co Men Topwear Premium 712,191.07,344.79,2023-08-21,Y
SKU007119,,Non Fiction,Nimbus,Nimbus Non Fiction Lite 215,379.97,825.59,2023-01-27,Y
SKU001466,Beauty,Fragrance,Zenko,Zenko Fragrance Everyday 200,235.42,320.12,2025-02-19,N
SKU004594,Footwear,Casual Shoes,Nimbus,Nimbus Casual Shoes Essential 752,537.73,1222.18,2024-09-02,Y
SKU002235,Sports,Yoga,Urbanite,Urbanite Yoga Pro 584,900.51,1944.46,2022-05-02,Y
SKU007306,Furniture,Seating,Rivet,Rivet Seating Lite 765,1879.27,3309.41,2025-08-29,Y
SKU003904,Beauty,Makeup,Ficus,Ficus Makeup Essential 685,916.54,2211.29,2024-02-25,Y
SKU000284,Apparel,Ethnic Wear,Bluecrest,Bluecrest Ethnic Wear Everyday 521,543.71,1173.63,2023-09-14,Y
SKU011611,Footwear,Sandals,Trailhead,Trailhead Sandals Signature 243,78.64,197.07,2024-07-07,Y
SKU005941,Beauty,Skincare,Monsoon Lane,Monsoon Lane Skincare Max 734,456.4,1033.61,2026-01-26,Y
SKU010914,Toys,Soft Toys,Orenda,Orenda Soft Toys Classic 207,51.44,115.02,2023-04-16,Y
SKU008614,,Packaged Food,Halcyon,Halcyon Packaged Food Classic 210,268.6,611.17,2022-01-12,Y
SKU007935,Beauty,Makeup,Verdant,Verdant Makeup Classic 809,513.86,1117.67,2023-02-09,Y
SKU004152,,Tables,Trailhead,Trailhead Tables Premium 420,283.21,633.2,2023-11-29,Y
SKU012120,Books,Fiction,Northline,Northline Fiction Everyday 686,634.35,1282.23,2024-03-04,Y
SKU011246,,Ethnic Wear,Urbanite,Urbanite Ethnic Wear Lite 281,42.92,83.3,2025-01-07,Y
SKU008753,Beauty,Haircare,Halcyon,Halcyon Haircare Premium 668,453.78,640.45,2024-04-09,Y
SKU002122,Electronics,Small Appliances,Copperfield,Copperfield Small Appliances Everyday 520,487.22,978.39,2024-05-30,Y
SKU012404,Grocery,Beverages,Saffron & Co,Saffron & Co Beverages Signature 335,117.76,228.85,2023-02-28,Y
SKU005013,Apparel,Ethnic Wear,Copperfield,Copperfield Ethnic Wear Pro 632,251.56,475.01,2025-03-23,Y
SKU009661,Toys,Soft Toys,Verdant,Verdant Soft Toys Signature 228,611.01,1565.53,2025-01-19,Y
SKU012274,Accessories,Watches,Saffron & Co,Saffron & Co Watches Essential 416,292.39,484.95,2026-01-07,Y
SKU003162,Electronics,Mobile Accessories,Palladio,Palladio Mobile Accessories Essential 833,417.92,851.37,2022-04-07,Y
SKU002631,Personal Care,Health,Steelwood,Steelwood Health Classic 802,403.92,742.52,2025-01-13,Y
SKU007683,,Sports Shoes,Steelwood,Steelwood Sports Shoes Max 798,287.57,568.93,2024-12-02,Y
SKU010667,Home & Kitchen,Storage,Copperfield,Copperfield Storage Essential 784,522.04,1166.29,2022-01-26,Y
SKU011962,,Eyewear,Orenda,Orenda Eyewear Essential 358,169.92,430.63,2025-12-27,Y
SKU011242,Sports,Cycling,Verdant,Verdant Cycling Everyday 756,622.01,1394.96,2025-09-04,Y
SKU001204,,Makeup,Zenko,Zenko Makeup Essential 516,301.28,469.34,2023-12-08,Y
SKU010605,Grocery,Snacks,Copperfield,Copperfield Snacks Classic 852,452.45,1132.45,2024-12-14,Y
SKU000617,Sports,Cricket,Steelwood,Steelwood Cricket Premium 977,77.56,143.87,2025-10-10,Y
SKU001927,,Skincare,Halcyon,Halcyon Skincare Max 375,367.05,694.14,2024-05-04,Y
SKU003115,Electronics,Small Appliances,Kite & Key,Kite & Key Small Appliances Pro 301,538.51,1268.28,2022-03-22,Y
SKU002642,Accessories,Eyewear,Bluecrest,Bluecrest Eyewear Signature 935,387.56,594.02,2024-11-29,Y
SKU011235,Personal Care,Oral Care,Meraki,Meraki Oral Care Essential 969,178.93,463.62,2024-12-26,Y
SKU002563,Sports,Fitness,Orenda,Orenda Fitness Max 676,1514.72,2325.51,2023-12-26,Y
SKU007821,Books,Children,Steelwood,Steelwood Children Signature 961,41.86,106.95,2023-01-06,Y
SKU002729,,Academic,Orenda,Orenda Academic Classic 379,37.26,81.82,2022-08-15,Y
SKU005729,Beauty,Skincare,Saffron & Co,Saffron & Co Skincare Classic 542,290.59,659.5,2022-05-21,Y
SKU006078,Electronics,Wearables,Meraki,Meraki Wearables Max 260,187.07,256.23,2023-04-08,Y
SKU011591,,Snacks,Verdant,Verdant Snacks Lite 741,775.34,1585.65,2023-08-12,N
SKU002127,,Mobile Accessories,Kite & Key,Kite & Key Mobile Accessories Essential 335,251.8,415.15,2022-08-01,Y
SKU007689,Grocery,Staples,Northline,Northline Staples Max 606,290.76,638.37,2024-02-05,Y
SKU010624,Sports,Yoga,Urbanite,Urbanite Yoga Essential 509,330.01,803.45,2023-01-01,Y
SKU007299,,Eyewear,Orenda,Orenda Eyewear Lite 704,95.5,217.09,2025-12-10,Y
SKU007812,Grocery,Staples,Bluecrest,Bluecrest Staples Classic 306,341.79,711.49,2025-08-02,Y
SKU000806,,Children,Auralis,Auralis Children Pro 319,292.4,745.15,2025-04-28,Y
SKU004695,Toys,Board Games,Rivet,Rivet Board Games Pro 373,305.37,553.69,2025-05-01,Y
SKU009437,,Cricket,Saffron & Co,Saffron & Co Cricket Essential 154,1402.64,3478.63,2022-10-14,Y
SKU006614,Grocery,Beverages,Monsoon Lane,Monsoon Lane Beverages Premium 675,110.8,196.92,2023-06-13,Y
SKU003141,Books,Academic,Orenda,Orenda Academic Essential 267,420.74,868.35,2024-09-09,Y
SKU004281,Home & Kitchen,Storage,Kavira,Kavira Storage Everyday 454,349.43,692.17,2024-06-14,Y
SKU005339,,Audio,Meraki,Meraki Audio Classic 149,71.36,154.12,2023-04-03,Y
SKU009461,Accessories,Bags,Kavira,Kavira Bags Signature 750,344.59,884.82,2024-06-18,Y
SKU000567,,Belts & Wallets,Orenda,Orenda Belts & Wallets Lite 801,825.85,1415.6,2024-08-31,Y
SKU010570,Books,Non Fiction,Kavira,Kavira Non Fiction Classic 745,190.3,322.39,2026-01-13,Y
SKU000548,Footwear,Casual Shoes,Monsoon Lane,Monsoon Lane Casual Shoes Premium 862,447.13,934.54,2023-11-17,Y
SKU000027,Accessories,Belts & Wallets,Auralis,Auralis Belts & Wallets Essential 575,697.89,1012.19,2022-03-31,Y
SKU009483,,Snacks,Kavira,Kavira Snacks Everyday 867,1244.19,2686.36,2023-11-11,Y
SKU003919,Beauty,Haircare,Ficus,Ficus Haircare Max 866,553.07,1103.98,2023-01-03,Y
SKU004487,Furniture,Tables,Verdant,Verdant Tables Lite 971,71.07,183.73,2023-08-21,Y
SKU010355,,Cleaning,Trailhead,Trailhead Cleaning Signature 905,188.34,274.97,2023-08-13,Y
SKU005399,Sports,Fitness,Meraki,Meraki Fitness Lite 887,391.35,924.23,2023-01-25,Y
SKU008665,,Soft Toys,Urbanite,Urbanite Soft Toys Lite 498,188.69,373.21,2022-11-18,Y
SKU006352,,Fragrance,Urbanite,Urbanite Fragrance Classic 907,660.04,1246.18,2024-08-06,Y
SKU001222,Books,Academic,Nimbus,Nimbus Academic Premium 749,254.87,601.69,2025-04-25,Y
SKU007880,Personal Care,Health,Urbanite,Urbanite Health Classic 668,210.64,414.87,2022-07-30,Y
SKU002549,Accessories,Eyewear,Auralis,Auralis Eyewear Signature 825,2536.73,5408.83,2022-03-15,Y
SKU011871,Apparel,Bottomwear,Ficus,Ficus Bottomwear Max 624,261.8,642.86,2024-04-20,Y
SKU000438,Electronics,Small Appliances,Auralis,Auralis Small Appliances Max 485,395.75,1020.3,2024-06-07,Y
SKU007937,Electronics,Mobile Accessories,Rivet,Rivet Mobile Accessories Pro 221,1103.49,2857.29,2022-08-19,N
SKU010604,,Health,Monsoon Lane,Monsoon Lane Health Classic 808,298.15,484.26,2022-08-11,Y
SKU008208,Apparel,Bottomwear,Auralis,Auralis Bottomwear Everyday 471,307.09,519.2,2026-02-06,Y
SKU001862,Electronics,Small Appliances,Saffron & Co,Saffron & Co Small Appliances Everyday 577,66.82,105.3,2024-07-31,Y
SKU002700,Personal Care,Grooming,Kite & Key,Kite & Key Grooming Classic 891,1488.06,2802.97,2023-09-21,Y
SKU008751,Home & Kitchen,Dining,Verdant,Verdant Dining Classic 604,242.41,493.41,2022-08-19,N
SKU008189,Apparel,Bottomwear,Orenda,Orenda Bottomwear Max 425,52.5,124.51,2025-12-28,Y
SKU002482,Home & Kitchen,Cookware,Ficus,Ficus Cookware Lite 668,57.5,93.35,2023-08-17,Y
SKU008823,Accessories,Watches,Northline,Northline Watches Signature 946,704.49,1654.15,2024-10-18,Y
SKU010565,Beauty,Fragrance,Rivet,Rivet Fragrance Classic 609,388.08,944.33,2025-07-02,Y
SKU002707,Home & Kitchen,Cleaning,Palladio,Palladio Cleaning Classic 896,407.65,1055.25,2022-04-12,Y
SKU010650,Electronics,Wearables,Auralis,Auralis Wearables Max 801,480.62,1148.2,2022-11-10,Y
SKU000327,Grocery,Packaged Food,Saffron & Co,Saffron & Co Packaged Food Essential 727,122.86,306.27,2025-07-16,Y
SKU005136,Apparel,Ethnic Wear,Palladio,Palladio Ethnic Wear Premium 123,1964.66,4104.75,2022-05-08,Y
SKU005326,Books,Fiction,Trailhead,Trailhead Fiction Essential 330,1188.37,2305.33,2024-01-18,Y
SKU002500,Toys,Soft Toys,Rivet,Rivet Soft Toys Premium 876,938.55,2251.6,2025-02-27,Y
SKU001005,Beauty,Haircare,Northline,Northline Haircare Classic 440,285.19,698.06,2025-02-17,Y
SKU006689,Beauty,Haircare,Northline,Northline Haircare Premium 858,190.68,402.46,2025-05-21,Y
SKU007104,Sports,Fitness,Northline,Northline Fitness Lite 598,884.95,1863.52,2023-03-24,Y
SKU004012,,Storage,Zenko,Zenko Storage Essential 416,909.89,2364.83,2023-06-20,Y
SKU011206,Books,Children,Northline,Northline Children Premium 581,513.82,1111.76,2022-11-22,Y
SKU000535,,Audio,Nimbus,Nimbus Audio Pro 148,841.22,1814.41,2022-01-11,Y
SKU003771,Toys,Board Games,Meraki,Meraki Board Games Premium 836,620.27,1021.34,2025-10-31,Y
SKU003961,,Dining,Auralis,Auralis Dining Max 113,715.6,1231.72,2022-02-23,Y
SKU009448,Home & Kitchen,Dining,Ficus,Ficus Dining Pro 270,625.98,1571.55,2025-06-03,N
SKU000586,,Soft Toys,Halcyon,Halcyon Soft Toys Classic 866,429.3,851.73,2025-08-16,Y
SKU010825,,Ethnic Wear,Halcyon,Halcyon Ethnic Wear Everyday 536,192.67,321.64,2025-08-18,Y
SKU008723,Beauty,Haircare,Orenda,Orenda Haircare Pro 370,111.0,206.42,2022-05-26,Y
SKU009424,Apparel,Women Topwear,Urbanite,Urbanite Women Topwear Max 794,787.14,1625.94,2022-02-08,Y
SKU005800,Footwear,Casual Shoes,Palladio,Palladio Casual Shoes Max 159,1729.95,2789.46,2024-01-05,Y
SKU011607,Beauty,Skincare,Rivet,Rivet Skincare Lite 315,780.1,1208.56,2024-06-20,Y
SKU008480,Accessories,Belts & Wallets,Meraki,Meraki Belts & Wallets Pro 325,193.91,494.3,2025-11-16,N
SKU000492,Home & Kitchen,Cleaning,Monsoon Lane,Monsoon Lane Cleaning Premium 981,835.32,1786.62,2022-09-18,Y
SKU008427,Toys,Learning,Meraki,Meraki Learning Everyday 373,454.84,997.34,2023-03-20,Y
SKU011414,,Fiction,Rivet,Rivet Fiction Lite 486,375.41,865.61,2022-10-09,Y
SKU006235,,Cricket,Bluecrest,Bluecrest Cricket Max 419,335.12,473.81,2022-12-28,Y
SKU007442,Electronics,Mobile Accessories,Nimbus,Nimbus Mobile Accessories Pro 810,640.63,1132.99,2025-10-22,Y
SKU009839,,Cycling,Verdant,Verdant Cycling Signature 712,803.74,1219.97,2024-11-04,Y
SKU003549,Sports,Fitness,Orenda,Orenda Fitness Classic 889,466.73,861.85,2023-12-31,Y
SKU012420,Sports,Yoga,Meraki,Meraki Yoga Everyday 597,355.81,556.11,2024-01-29,Y
SKU001917,,Academic,Kite & Key,Kite & Key Academic Pro 529,402.6,961.47,2024-08-16,Y
SKU003186,,Skincare,Palladio,Palladio Skincare Premium 565,338.07,679.17,2025-09-14,Y
SKU008664,,Makeup,Kavira,Kavira Makeup Lite 212,215.53,408.3,2023-02-26,Y
SKU001911,Sports,Cricket,Northline,Northline Cricket Lite 124,348.94,759.41,2022-01-17,Y
SKU004035,,Haircare,Kite & Key,Kite & Key Haircare Signature 702,202.92,519.48,2025-03-24,Y
SKU006691,Personal Care,Grooming,Meraki,Meraki Grooming Premium 887,210.63,384.88,2022-09-12,Y
SKU001134,Furniture,Seating,Urbanite,Urbanite Seating Everyday 704,600.75,1321.5,2025-11-23,Y
SKU008129,,Tables,Auralis,Auralis Tables Essential 293,1832.33,3314.39,2023-05-05,Y
SKU008294,,Wearables,Orenda,Orenda Wearables Classic 625,197.49,497.67,2022-04-02,Y
SKU002519,,Beverages,Rivet,Rivet Beverages Classic 184,394.33,893.39,2022-04-24,Y
SKU009015,Toys,Outdoor Play,Halcyon,Halcyon Outdoor Play Max 366,96.83,244.53,2024-03-08,Y
SKU001318,Grocery,Snacks,Rivet,Rivet Snacks Max 429,2680.27,5246.2,2023-06-15,Y
SKU004369,,Cookware,Bluecrest,Bluecrest Cookware Pro 306,192.42,322.88,2025-04-01,Y
SKU000122,,Makeup,Ficus,Ficus Makeup Classic 795,1050.89,2047.53,2023-04-29,Y
SKU009604,,Cycling,Palladio,Palladio Cycling Signature 720,431.33,629.86,2025-10-13,Y
SKU002450,Home & Kitchen,Cleaning,Meraki,Meraki Cleaning Max 187,303.48,534.05,2024-04-13,Y
SKU006370,Furniture,Seating,Rivet,Rivet Seating Pro 130,390.49,962.55,2023-05-06,Y
SKU005663,Toys,Learning,Trailhead,Trailhead Learning Lite 585,741.88,1559.29,2024-01-29,Y
SKU009153,Accessories,Belts & Wallets,Copperfield,Copperfield Belts & Wallets Signature 159,283.11,484.3,2023-11-09,Y
SKU002602,Apparel,Bottomwear,Saffron & Co,Saffron & Co Bottomwear Pro 907,350.32,822.88,2025-11-05,Y
SKU001523,Accessories,Bags,Meraki,Meraki Bags Classic 665,1519.69,2471.08,2022-09-06,Y
SKU003485,Toys,Soft Toys,Orenda,Orenda Soft Toys Premium 887,213.51,497.3,2025-01-20,Y
SKU002174,,Health,Nimbus,Nimbus Health Classic 773,677.26,1194.88,2022-10-07,Y
SKU003284,Grocery,Packaged Food,Kite & Key,Kite & Key Packaged Food Everyday 357,533.14,783.24,2023-08-01,Y
SKU004555,Home & Kitchen,Cookware,Bluecrest,Bluecrest Cookware Premium 507,1255.29,2361.68,2025-06-03,Y
SKU003606,Personal Care,Health,Palladio,Palladio Health Lite 135,817.69,1524.01,2023-02-12,Y
SKU010802,Books,Non Fiction,Monsoon Lane,Monsoon Lane Non Fiction Max 830,581.44,1068.71,2026-01-08,N
SKU009386,Toys,Soft Toys,Nimbus,Nimbus Soft Toys Essential 963,220.14,339.03,2024-12-02,Y
SKU008301,Home & Kitchen,Dining,Ficus,Ficus Dining Lite 744,918.56,1709.0,2024-12-19,Y
SKU002088,Footwear,Sandals,Northline,Northline Sandals Classic 579,591.09,1281.34,2022-02-11,Y
SKU003769,Sports,Yoga,Halcyon,Halcyon Yoga Max 882,276.49,376.04,2022-08-10,N
SKU007497,,Bath,Bluecrest,Bluecrest Bath Classic 733,562.07,1308.8,2025-02-02,Y
SKU011753,Accessories,Watches,Rivet,Rivet Watches Lite 449,527.99,1342.84,2025-10-21,Y
SKU004039,Books,Children,Trailhead,Trailhead Children Everyday 519,1006.6,2529.22,2025-02-17,Y
SKU003503,Personal Care,Oral Care,Monsoon Lane,Monsoon Lane Oral Care Max 304,989.46,2496.18,2024-10-07,Y
SKU001408,Electronics,Audio,Halcyon,Halcyon Audio Everyday 135,2613.47,5723.04,2025-03-04,Y
SKU004632,Footwear,Sports Shoes,Kavira,Kavira Sports Shoes Max 223,201.94,412.75,2025-09-01,N
SKU006533,,Learning,Verdant,Verdant Learning Pro 151,109.13,274.79,2024-09-18,Y
SKU007273,Apparel,Men Topwear,Ficus,Ficus Men Topwear Lite 365,341.12,674.06,2022-02-07,Y
SKU004936,Sports,Cycling,Kite & Key,Kite & Key Cycling Max 389,304.58,605.58,2025-03-04,Y
SKU007708,,Outdoor Play,Nimbus,Nimbus Outdoor Play Max 759,123.1,301.23,2023-07-09,Y
SKU012340,Furniture,Seating,Kite & Key,Kite & Key Seating Essential 109,639.51,1547.13,2025-01-18,N
SKU002580,Home & Kitchen,Dining,Zenko,Zenko Dining Max 247,276.93,595.64,2022-04-05,Y
SKU006051,Books,Fiction,Orenda,Orenda Fiction Everyday 733,663.86,1183.43,2023-12-11,Y
SKU003270,,Tables,Trailhead,Trailhead Tables Lite 848,535.18,1348.96,2025-09-16,N
SKU011980,Personal Care,Health,Steelwood,Steelwood Health Everyday 728,463.62,1050.92,2025-04-09,Y
SKU001868,Sports,Yoga,Zenko,Zenko Yoga Essential 631,417.65,619.18,2025-07-23,Y
SKU005551,,Soft Toys,Kavira,Kavira Soft Toys Lite 108,2470.57,5820.05,2023-01-13,Y
SKU011184,Home & Kitchen,Storage,Nimbus,Nimbus Storage Max 592,138.62,201.31,2024-08-17,Y
SKU012427,Sports,Fitness,Copperfield,Copperfield Fitness Everyday 503,561.29,1343.84,2024-10-13,Y
SKU007657,Personal Care,Oral Care,Northline,Northline Oral Care Signature 699,164.81,389.8,2023-12-20,Y
SKU002522,Furniture,Tables,Verdant,Verdant Tables Classic 891,188.19,447.92,2023-08-01,Y
SKU007013,Electronics,Mobile Accessories,Nimbus,Nimbus Mobile Accessories Premium 221,1517.44,2097.92,2024-07-10,Y
SKU001821,Footwear,Formal Shoes,Monsoon Lane,Monsoon Lane Formal Shoes Classic 917,339.66,271.73,2024-09-26,Y
SKU007048,Beauty,Skincare,Trailhead,Trailhead Skincare Max 221,109.56,214.77,2023-04-24,Y
SKU000052,,Casual Shoes,Orenda,Orenda Casual Shoes Lite 800,171.28,421.34,2026-01-08,Y
SKU003889,,Dining,Nimbus,Nimbus Dining Classic 454,142.43,235.74,2024-10-22,Y
SKU005188,Beauty,Haircare,Trailhead,Trailhead Haircare Pro 794,95.66,236.11,2025-12-17,Y
SKU011038,Beauty,Skincare,Halcyon,Halcyon Skincare Max 252,99.69,151.15,2022-02-19,Y
SKU003578,Personal Care,Bath,Palladio,Palladio Bath Everyday 348,277.67,553.04,2024-05-01,Y
SKU004566,Apparel,Ethnic Wear,Steelwood,Steelwood Ethnic Wear Lite 384,303.54,410.55,2023-10-25,Y
SKU008086,,Sandals,Urbanite,Urbanite Sandals Essential 783,1000.94,2072.86,2024-08-06,Y
SKU007088,Footwear,Sandals,Steelwood,Steelwood Sandals Essential 596,111.8,191.81,2023-08-10,Y
SKU010318,,Board Games,Northline,Northline Board Games Max 595,306.13,770.29,2025-02-16,N
SKU006724,Footwear,Sports Shoes,Halcyon,Halcyon Sports Shoes Essential 583,294.56,748.06,2022-02-23,Y
SKU001859,,Cricket,Orenda,Orenda Cricket Pro 114,739.42,1350.75,2025-05-28,Y
SKU007975,,Packaged Food,Ficus,Ficus Packaged Food Lite 492,288.06,744.27,2023-05-07,Y
SKU011952,Electronics,Small Appliances,Rivet,Rivet Small Appliances Everyday 684,172.56,281.83,2025-07-22,Y
SKU004962,,Wearables,Orenda,Orenda Wearables Everyday 167,332.63,467.24,2025-10-29,Y
SKU009194,,Formal Shoes,Ficus,Ficus Formal Shoes Lite 716,190.62,486.89,2023-10-03,Y
SKU011919,,Children,Urbanite,Urbanite Children Pro 509,571.32,1161.95,2024-04-14,Y
SKU007773,Personal Care,Bath,Saffron & Co,Saffron & Co Bath Premium 845,179.55,332.04,2024-06-02,Y
SKU012176,Furniture,Storage Units,Rivet,Rivet Storage Units Max 548,235.11,537.3,2023-08-07,Y
SKU011561,Sports,Cricket,Rivet,Rivet Cricket Everyday 899,946.22,1827.9,2022-01-24,Y
SKU005199,Personal Care,Oral Care,Urbanite,Urbanite Oral Care Pro 398,2354.03,3870.95,2026-02-06,N
SKU007733,Footwear,Sandals,Kavira,Kavira Sandals Classic 474,162.81,240.69,2025-02-15,Y
SKU000426,Beauty,Fragrance,Kavira,Kavira Fragrance Signature 466,291.86,412.02,2023-09-02,Y
SKU004285,Footwear,Sandals,Halcyon,Halcyon Sandals Premium 358,112.76,282.51,2023-07-27,N
SKU008526,Toys,Learning,Ficus,Ficus Learning Essential 559,665.82,1194.52,2023-01-23,Y
SKU006878,Toys,Outdoor Play,Bluecrest,Bluecrest Outdoor Play Essential 515,403.13,628.66,2025-03-19,Y
SKU000229,,Bags,Northline,Northline Bags Lite 372,72.6,155.01,2023-12-01,Y
SKU008184,Toys,Soft Toys,Kavira,Kavira Soft Toys Max 690,505.69,1082.15,2025-06-06,Y
SKU002742,,Formal Shoes,Nimbus,Nimbus Formal Shoes Signature 237,315.32,765.96,2023-10-31,Y
SKU005138,Grocery,Packaged Food,Kavira,Kavira Packaged Food Essential 130,593.04,825.35,2025-12-05,Y
SKU010964,Toys,Learning,Kite & Key,Kite & Key Learning Essential 852,161.57,378.06,2024-05-30,N
SKU006505,,Packaged Food,Saffron & Co,Saffron & Co Packaged Food Signature 293,49.32,96.65,2023-02-17,Y
SKU009814,Sports,Yoga,Meraki,Meraki Yoga Pro 487,355.31,918.17,2023-02-13,Y
SKU002922,,Decor,Bluecrest,Bluecrest Decor Everyday 880,185.31,280.06,2022-02-24,Y
SKU006002,,Grooming,Monsoon Lane,Monsoon Lane Grooming Classic 818,285.99,501.12,2025-12-30,Y
